ANO_ELEICAO,NM_UE,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,DS_SITUACAO_CANDIDATURA,TP_AGREMIACAO,SG_PARTIDO,NM_PARTIDO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,SG_UF_NASCIMENTO,DT_NASCIMENTO,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,ANO_NASCIMENTO,IDADE
2016,SALVADOR,VEREADOR,31345,ANTONIO CAETANO DOS SANTOS,RAMOS,#NULO#,APTO,COLIGAÇÃO,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000002074,PRA FRENTE SALVADOR,PHS / PT do B,BA,1970-03-21,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,MECÂNICO DE MANUTENÇÃO,SUPLENTE,1970,46
2016,SALVADOR,VEREADOR,31010,EDSON ALVES DE BRITO,EDSON DA UNIÃO,#NULO#,APTO,COLIGAÇÃO,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000002074,PRA FRENTE SALVADOR,PHS / PT do B,BA,1962-01-23,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1962,54
2016,SALVADOR,VEREADOR,36029,SINESIA CEDRO MIRANDA DA SILVA,SINESIA MIRANDA,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000001834,PARTIDO ISOLADO,PTC,BA,1979-03-19,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1979,37
2016,SALVADOR,VEREADOR,90002,ELISIO MACHADO SILVA,ELISIO MACHADO,#NULO#,APTO,COLIGAÇÃO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1987-04-02,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,MOTOBOY,SUPLENTE,1987,29
2016,SALVADOR,VEREADOR,36885,ANTONIA DOS SANTOS,ANTONIA DOS SANTOS,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000001834,PARTIDO ISOLADO,PTC,BA,1979-10-08,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SECRETÁRIO E DATILÓGRAFO,NÃO ELEITO,1979,37
2016,SALVADOR,VEREADOR,50999,JOSÉ MARCOS LISBOA DOS SANTOS,MARCOS LISBOA,#NULO#,APTO,COLIGAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,BA,1967-03-27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADMINISTRADOR,SUPLENTE,1967,49
2016,SALVADOR,VEREADOR,50000,JOSE DE JESUS OLIVEIRA,ZÉ POETA,#NULO#,APTO,COLIGAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,BA,1965-12-16,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,GARÇOM,SUPLENTE,1965,51
2016,SALVADOR,VEREADOR,23100,MOISES RICARDO NASCIMENTO DO SACRAMENTO,MOISES SACRAMENTO,#NULO#,APTO,COLIGAÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1977-04-19,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1977,39
2016,SALVADOR,VEREADOR,11150,ROSANGELA LIMA ROCHA,ROSA ROCHA,#NULO#,APTO,COLIGAÇÃO,PP,PARTIDO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1973-01-24,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,MÉDICO,NÃO ELEITO,1973,43
2016,SALVADOR,VEREADOR,13800,LINDINALVA DE PAULA PINTO,LINDINALVA DE PAULA,#NULO#,APTO,COLIGAÇÃO,PT,PARTIDO DOS TRABALHADORES,#NULO#,#NULO#,#NULO#,50000002073,"AVANÇA, SALVADOR!",PC do B / PSD / PT,BA,1962-03-09,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,PROFESSOR DE ENSINO FUNDAMENTAL,SUPLENTE,1962,54
2016,SALVADOR,VEREADOR,19206,AIDIL RAFAELA DA SILVEIRA GARCEZ,RAFAELA GARCEZ,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1983-01-28,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,SUPLENTE,1983,33
2016,SALVADOR,VEREADOR,10789,ELIANA CABRAL DOS SANTOS,ELIANA CABRAL,#NULO#,APTO,COLIGAÇÃO,PRB,PARTIDO REPUBLICANO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1968-05-04,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1968,48
2016,SALVADOR,VEREADOR,19567,WILSON MARQUES,PASTOR WILSON,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,SP,1948-07-11,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,OUTROS,SUPLENTE,1948,68
2016,SALVADOR,VEREADOR,36024,GECIVAL RENE SANTOS SANTIAGO,BAY,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000001834,PARTIDO ISOLADO,PTC,BA,1969-02-14,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,NÃO ELEITO,1969,47
2016,SALVADOR,VEREADOR,19800,CARLOS DA SILVA MUNIZ,CARLOS MUNIZ,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1970-04-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VEREADOR,ELEITO POR QP,1970,46
2016,SALVADOR,VEREADOR,50420,LINNESH ROSSY DA SILVA RAMOS,LINNA RAMOS,#NULO#,APTO,COLIGAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,RN,1986-02-28,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,PROFESSOR DE ENSINO SUPERIOR,SUPLENTE,1986,30
2016,SALVADOR,VEREADOR,15291,KARLOS WEBER NETO,KARLOS WEBER,#NULO#,APTO,COLIGAÇÃO,PMDB,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000869,SALVADOR NO CAMINHO CERTO,PMDB / PSDC,BA,1979-07-22,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,SUPLENTE,1979,37
2016,SALVADOR,VEREADOR,28321,SERGIO DA SILVA CARVALHO,SERGIO COCO,#NULO#,APTO,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000002155,PARTIDO ISOLADO,PRTB,BA,1973-05-13,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,EMPRESÁRIO,NÃO ELEITO,1973,43
2016,SALVADOR,VEREADOR,20110,EDSON MACHADO NERY DA SILVA,EDSON NERY,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1976-11-10,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,40909,ATANAEL LACERDA SANTOS,ATANAEL LACERDA,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001767,PARTIDO ISOLADO,PSB,BA,1970-07-27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,SUPLENTE,1970,46
2016,SALVADOR,VEREADOR,77002,DEBORA COUTINHO DA SILVA,DEBORA COUTINHO,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1971-10-23,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,DIRETOR DE ESTABELECIMENTO DE ENSINO,SUPLENTE,1971,45
2016,SALVADOR,VEREADOR,20333,MARCOS FÁBIO COSTA DO NASCIMENTO,MARCOS COSTA,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1974-05-09,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,COMERCIANTE,SUPLENTE,1974,42
2016,SALVADOR,VEREADOR,20960,EDIJOAN SANTOS ANDRADE,EDIJOAN MÁXIMO,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1981-02-22,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,DESPACHANTE,SUPLENTE,1981,35
2016,SALVADOR,VEREADOR,36762,RONALDO DA SILVA SOUZA,ZONGA,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000001834,PARTIDO ISOLADO,PTC,BA,1978-03-18,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,EMPRESÁRIO,NÃO ELEITO,1978,38
2016,SALVADOR,VEREADOR,19999,NILTON RIBEIRO DA CRUZ,DR. NILTON CRUZ,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1958-07-18,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,SUPLENTE,1958,58
2016,SALVADOR,VEREADOR,51113,ZEZILDA DE SOUZA RANGEL,ZIL RANGEL,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ECOLÓGICO NACIONAL,#NULO#,#NULO#,#NULO#,50000001652,PARTIDO ISOLADO,PATRIOTA,BA,1980-04-13,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1980,36
2016,SALVADOR,VEREADOR,77131,ANTONIO CARLOS SOUSA SANTOS,TOINHO CORRERIA,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1976-06-13,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,51051,JOSÉ BATISTA LIMA,SANGUE NOVO,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ECOLÓGICO NACIONAL,#NULO#,#NULO#,#NULO#,50000001652,PARTIDO ISOLADO,PATRIOTA,BA,1973-11-13,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1973,43
2016,SALVADOR,VEREADOR,44234,SANDRO SANTOS DA SILVA,SANDRO DO SOM,#NULO#,APTO,COLIGAÇÃO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1982-01-31,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,1982,34
2016,SALVADOR,VEREADOR,54212,WLADIMIR ANTENOR RIBEIRO,PROFESSOR WLADIMIR RIBEIRO,#NULO#,APTO,PARTIDO ISOLADO,PPL,PARTIDO PÁTRIA LIVRE,#NULO#,#NULO#,#NULO#,50000002526,PARTIDO ISOLADO,PPL,RJ,1964-09-27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,1964,52
2016,SALVADOR,VEREADOR,10088,JOSÉ CARLOS CONCEIÇÃO DOS ANJOS,ZÉ CARLOS DO BAHIA,#NULO#,APTO,COLIGAÇÃO,PRB,PARTIDO REPUBLICANO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1965-03-20,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,EMPRESÁRIO,SUPLENTE,1965,51
2016,SALVADOR,VEREADOR,45345,EDLENE NASCIMENTO DOS REIS,EDLENE REIS,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1966-07-11,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1966,50
2016,SALVADOR,VEREADOR,20625,MANOEL NASCIMENTO MENEZES DOS SANTOS,MANOEL DO CAFEZINHO,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1963-12-24,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",SUPLENTE,1963,53
2016,SALVADOR,VEREADOR,54331,JESSÉ ARAÚJO DE JESUS,POETA JESSÉ LIBERDADE,#NULO#,APTO,PARTIDO ISOLADO,PPL,PARTIDO PÁTRIA LIVRE,#NULO#,#NULO#,#NULO#,50000002526,PARTIDO ISOLADO,PPL,BA,1960-09-05,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,FISCAL,NÃO ELEITO,1960,56
2016,SALVADOR,VEREADOR,14025,MARIA DAS GRAÇAS MOURA BARBOSA,GAL SOCIAL,#NULO#,APTO,COLIGAÇÃO,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1951-11-25,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),SUPLENTE,1951,65
2016,SALVADOR,VEREADOR,17190,PATRICIA PINHEIRO CRISOSTOMO,DRA. PATRICIA PINHEIRO,#NULO#,APTO,COLIGAÇÃO,PSL,PARTIDO SOCIAL LIBERAL,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1970-05-02,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,POLICIAL CIVIL,SUPLENTE,1970,46
2016,SALVADOR,VEREADOR,27900,GILSON DUARTE PRESIDIO,GILSON PRESIDIO,#NULO#,APTO,COLIGAÇÃO,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTÃO,#NULO#,#NULO#,#NULO#,50000000869,SALVADOR NO CAMINHO CERTO,PMDB / PSDC,BA,1959-02-05,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,SUPLENTE,1959,57
2016,SALVADOR,VEREADOR,23777,EVERALDO LOPES DOS SANTOS,BECA,#NULO#,APTO,COLIGAÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1967-02-17,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,ELEITO POR QP,1967,49
2016,SALVADOR,VEREADOR,50741,LUIS CARLOS JESUS NASCIMENTO,LUIS NASCIMENTO,#NULO#,APTO,COLIGAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,BA,1971-10-25,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1971,45
2016,SALVADOR,VEREADOR,19222,SIDNEY DE SOUZA SILVA,PROFESSOR SIDNEY,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1985-02-23,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,SUPLENTE,1985,31
2016,SALVADOR,VEREADOR,45677,JOSAFA SILVA SENA,JOSAFA,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1962-06-22,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",SUPLENTE,1962,54
2016,SALVADOR,VEREADOR,31210,CLECIO BARRETO OLIVEIRA,CLÉCIO KEL,#NULO#,APTO,COLIGAÇÃO,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000002074,PRA FRENTE SALVADOR,PHS / PT do B,BA,1977-10-02,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,DESENHISTA,SUPLENTE,1977,39
2016,SALVADOR,VEREADOR,45800,CARLOS HENRIQUE SOUZA DOS SANTOS,PIABA SHOW,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1983-12-23,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADMINISTRADOR,SUPLENTE,1983,33
2016,SALVADOR,VEREADOR,33050,FRANCIELE FERREIRA DE OLIVEIRA,FRANCIELE OLIVEIRA,#NULO#,APTO,COLIGAÇÃO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1995-03-07,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",NÃO ELEITO,1995,21
2016,SALVADOR,VEREADOR,36300,EDVALDO PETRONILIO DA SILVA,IRMÃO PETRONILIO,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000001834,PARTIDO ISOLADO,PTC,BA,1956-01-03,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,POLICIAL MILITAR,NÃO ELEITO,1956,60
2016,SALVADOR,VEREADOR,31555,ALBERTO DE SOUZA FILHO,NECA PRODUÇÕES,#NULO#,APTO,COLIGAÇÃO,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000002074,PRA FRENTE SALVADOR,PHS / PT do B,BA,1967-04-28,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PRETA,EMPRESÁRIO,SUPLENTE,1967,49
2016,SALVADOR,VEREADOR,44963,MARIA DAS DORES FERREIRA SANTOS,DAS DORES,#NULO#,APTO,COLIGAÇÃO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1965-04-09,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,NÃO ELEITO,1965,51
2016,SALVADOR,VEREADOR,77788,ALEX SOUSA DA SILVA,ALEX KINHO,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1974-09-19,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,COMERCIANTE,SUPLENTE,1974,42
2016,SALVADOR,VEREADOR,19900,EDNA PEREIRA DOS SANTOS CERQUEIRA,EDNA PEREIRA,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1962-03-14,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1962,54
2016,SALVADOR,VEREADOR,90321,MARIA JOSÉ LOPES DOS REIS,TIA MARIA REIS,#NULO#,APTO,COLIGAÇÃO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1958-04-10,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,PEDAGOGO,SUPLENTE,1958,58
2016,SALVADOR,VEREADOR,19300,TENILRA MENEZES DA SILVA,NIRA GUERREIRA,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1962-04-03,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,CANTOR E COMPOSITOR,SUPLENTE,1962,54
2016,SALVADOR,VEREADOR,16123,RENATA MALLET GUENA,RENATA MALLET,#NULO#,APTO,PARTIDO ISOLADO,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NULO#,#NULO#,#NULO#,50000001715,PARTIDO ISOLADO,PSTU,BA,1981-12-06,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,1981,35
2016,SALVADOR,VEREADOR,51052,MARCOS PAULO POTRATZ DO NASCIMENTO,MARCOS PAULO,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ECOLÓGICO NACIONAL,#NULO#,#NULO#,#NULO#,50000001652,PARTIDO ISOLADO,PATRIOTA,BA,1984-03-30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,SUPLENTE,1984,32
2016,SALVADOR,VEREADOR,22321,ABDENEGO ALVES DOS SANTOS,ABDENEGO,#NULO#,APTO,COLIGAÇÃO,PR,PARTIDO DA REPÚBLICA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1954-01-19,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,MECÂNICO DE MANUTENÇÃO,NÃO ELEITO,1954,62
2016,SALVADOR,VEREADOR,50650,BRUNO SANTOS DE JESUS,BRUNO SANTOS,#NULO#,APTO,COLIGAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,BA,1981-06-26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1981,35
2016,SALVADOR,PREFEITO,50,FABIO NOGUEIRA DE OLIVEIRA,FÁBIO NOGUEIRA,#NULO#,APTO,COLIGAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,BA,1978-11-11,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,SOCIÓLOGO,NÃO ELEITO,1978,38
2016,SALVADOR,VEREADOR,77321,CICERO DAMIAO DE SOUSA,PASTOR CICERO,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,CE,1976-02-23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,OUTROS,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,20000,ALBERTO VIANNA BRAGA NETO,ALBERTO BRAGA,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1981-08-05,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VEREADOR,SUPLENTE,1981,35
2016,SALVADOR,VEREADOR,77009,LUCIANA GOMES NOGUEIRA,PROFESSORA LUCIANA,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1965-08-17,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,DIRETOR DE ESTABELECIMENTO DE ENSINO,SUPLENTE,1965,51
2016,SALVADOR,VICE-PREFEITO,12,LUIZ CARLOS BASSUMA,BASSUMA,#NULO#,APTO,COLIGAÇÃO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,#NULO#,#NULO#,#NULO#,50000002542,AGORA É A VEZ DO POVO,PDT / PSL / PROS / PRP / PMN,PR,1956-08-08,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENGENHEIRO,NÃO ELEITO,1956,60
2016,SALVADOR,VEREADOR,15030,VALDEILSON MIGUEL DOS SANTOS,VALDEILSON,#NULO#,APTO,COLIGAÇÃO,PMDB,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000869,SALVADOR NO CAMINHO CERTO,PMDB / PSDC,BA,1962-11-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1962,54
